Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
506655,"Sudarshan Chemical Indus. Ltd.,",SUDARSCHEM,SUDARSHAN CHEMICAL INDUSTRIES LTD.,Active,A ,2,INE659A01023,Specialty Chemicals,Equity
506690,"Unichem Laboratories Ltd.,",UNICHEMLAB,UNICHEM LABORATORIES LTD.,Active,A ,2,INE351A01035,Pharmaceuticals,Equity
506767,"Alkyl Amines Chemicals Ltd.,",ALKYLAMINE,ALKYL AMINES CHEMICALS LTD.-$,Active,A ,2,INE150B01039,Specialty Chemicals,Equity
506820,AstraZeneca Pharma India Ltd.,ASTRAZEN,ASTRAZENECA PHARMA INDIA LTD.,Active,A ,2,INE203A01020,Pharmaceuticals,Equity
506943,J.B. Chemicals & Pharmaceuticals Lt,JBCHEPHARM,J.B.CHEMICALS & PHARMACEUTICALS LTD.,Active,A ,2,INE572A01028,Pharmaceuticals,Equity
507685,"Wipro  Ltd.,",WIPRO,WIPRO LTD.,Active,A ,2,INE075A01022,IT Consulting & Software,Equity
507717,Dhanuka Agritech Ltd.,DHANUKA,DHANUKA AGRITECH LTD.,Active,A ,2,INE435G01025,Agrochemicals,Equity
507815,Gillette India Ltd.,GILLETTE,GILLETTE INDIA LTD.,Active,A ,10,INE322A01010,Personal Products,Equity
507880,"V.I.P. Industries Ltd.,",VIPIND,V.I.P.INDUSTRIES LTD.-$,Active,A ,2,INE054A01027,Other Apparels & Accessories,Equity
508486,Hawkins Cooker Ltd.,HAWKINCOOK,HAWKINS COOKERS LTD.-$,Active,A ,10,INE979B01015,Houseware,Equity
508814,"Cosmo Films Ltd.,",COSMOFILMS,COSMO FILMS LTD.,Active,A ,10,INE757A01017,Containers & Packaging,Equity
508869,"Apollo Hospitals Enterprises Ltd.,",APOLLOHOSP,APOLLO HOSPITALS ENTERPRISE LTD.,Active,A ,5,INE437A01024,Healthcare Facilities,Equity
508989,Navneet Education Limited,NAVNETEDUL*,Navneet Education Limited,Active,A ,2,INE060A01024,Publishing,Equity
509243,"TVS Srichakra Ltd.,",TVSSRICHAK,TVS SRICHAKRA LTD.-$,Active,A ,10,INE421C01016,Auto Tyres & Rubber Products,Equity
509480,Berger Paints India Ltd,BERGEPAINT,BERGER PAINTS INDIA LTD.,Active,A ,1,INE463A01038,Furniture-Furnishing-Paints,Equity
509488,Graphite India Ltd.,GRAPHITE,GRAPHITE INDIA LTD.,Active,A ,2,INE371A01025,Other Industrial Goods,Equity
509496,ITD Cementation India Ltd,ITDCEM,ITD CEMENTATION INDIA LTD.,Active,A ,1,INE686A01026,Construction & Engineering,Equity
509557,GARWARE TECHNICAL FIBRES LIMITED,GARFIBRES,Garware Technical Fibres Ltd,Active,A ,10,INE276A01018,Textiles,Equity
509631,HEG Ltd.,HEG,HEG LTD.,Active,A ,10,INE545A01016,Other Industrial Goods,Equity
509675,HIL Limited,HIL,HIL LTD.,Active,A ,10,INE557A01011,Cement & Cement Products,Equity
509820,HUHTAMAKI INDIA LIMITED,HUHTAMAKI,Huhtamaki India Ltd,Active,A ,2,INE275B01026,Containers & Packaging,Equity
509930,"Supreme Industries Ltd.,",SUPREMEIND,SUPREME INDUSTRIES LTD.,Active,A ,2,INE195A01028,Plastic Products,Equity
509966,"VST Industries Ltd.,",VSTIND,VST INDUSTRIES LTD.,Active,A ,10,INE710A01016,Cigarettes-Tobacco Products,Equity
511196,"Can Fin Homes Ltd.,",CANFINHOME,CAN FIN HOMES LTD.,Active,A ,2,INE477A01020,Housing Finance ,Equity
511218,"Shriram Transport Finance Co. Ltd.,",SRTRANSFIN,SHRIRAM TRANSPORT FINANCE CO.LTD.,Active,A ,10,INE721A01013,Finance (including NBFCs),Equity
511243,Cholamandalam Investment and Finance Company Ltd,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd,Active,A ,2,INE121A01024,Finance (including NBFCs),Equity
511431,Vakrangee Limited,VAKRANGEE,Vakrangee Limited-$,Active,A ,1,INE051B01021,IT Software Products,Equity
511676,GIC Housing Finance Ltd.,GICHSGFIN,GIC HOUSING FINANCE LTD.,Active,A ,10,INE289B01019,Housing Finance ,Equity
512070,UPL Limited,UPL,UPL Limited,Active,A ,2,INE628A01036,Agrochemicals,Equity
512179,Sunteck Realty Ltd,SUNTECK,SUNTECK REALTY LTD.,Active,A ,1,INE805D01034,Realty,Equity
512237,Jai Corp Limited,JAICORPLTD,JAI CORP LTD.,Active,A ,1,INE070D01027,Plastic Products,Equity
512529,Sequent Scientific Limited,SEQUENT,SEQUENT SCIENTIFIC LTD.,Active,A ,2,INE807F01027,Pharmaceuticals,Equity
512573,Avanti Feeds ltd.,AVANTI,AVANTI FEEDS LTD.-$,Active,A ,1,INE871C01038,Other Food Products,Equity
512599,Adani Enterprises Ltd.,ADANIENT,ADANI ENTERPRISES LTD.,Active,A ,1,INE423A01024,Comm.Trading  & Distribution,Equity
513023,Nava Bharat Ventures Ltd,NBVENTURES*,NAVA BHARAT VENTURES LTD.,Active,A ,2,INE725A01022,Electric Utilities,Equity
513375,"Carborundum Universal Ltd.,",CARBORUNIV,CARBORUNDUM UNIVERSAL LTD.,Active,A ,1,INE120A01034,Other Industrial Products,Equity
513377,"MMTC Ltd.,",MMTC,MMTC LTD.,Active,A ,1,INE123F01029,Comm.Trading  & Distribution,Equity
513434,Tata Metaliks Ltd,TATAMETALI,TATA METALIKS LTD.,Active,A ,10,INE056C01010,Iron & Steel/Interm.Products,Equity
513599,Hindustan Copper Ltd.,HINDCOPPER,HINDUSTAN COPPER LTD.,Active,A ,5,INE531E01026,Copper,Equity
513605,Srikalahasthi Pipes Limited,SRIPIPES,Srikalahasthi Pipes Limited,Active,A ,10,INE943C01027,Iron & Steel Products,Equity
513683,NLC India Limited,NLCINDIA,NLC India Ltd,Active,A ,10,INE589A01014,Electric Utilities,Equity
514162,Welspun India Ltd,WELSPUNIND,WELSPUN INDIA LTD.,Active,A ,1,INE192B01031,Textiles,Equity
515030,Asahi India Glass Ltd.,ASAHIINDIA,ASAHI INDIA GLASS LTD.,Active,A ,1,INE439A01020,Auto Parts & Equipment,Equity
517015,"Vindhya Telelinks Ltd.,",VINDHYATEL,VINDHYA TELELINKS LTD.,Active,A ,10,INE707A01012,Telecom Cables,Equity
517146,Usha Martin Ltd.,USHAMART,USHA MARTIN LTD.,Active,A ,1,INE228A01035,Iron & Steel Products,Equity
517168,"Subros Ltd.,",SUBROS,SUBROS LTD.,Active,A ,2,INE287B01021,Auto Parts & Equipment,Equity
517174,Honeywell Automation India Ltd.,HONAUT,HONEYWELL AUTOMATION INDIA LTD.,Active,A ,10,INE671A01010,Other Elect.Equip./ Prod.,Equity
517300,Gujarat Industries Power Co. Ltd,GIPCL,GUJARAT INDUSTRIES POWER CO.LTD.,Active,A ,10,INE162A01010,Electric Utilities,Equity
517334,"Motherson Sumi Systems Ltd.,",MOTHERSUMI,MOTHERSON SUMI SYSTEMS LTD.,Active,A ,1,INE775A01035,Auto Parts & Equipment,Equity
517354,Havells India Limited,HAVELLS,HAVELLS INDIA LTD.,Active,A ,1,INE176B01034,Consumer Electronics,Equity
517380,Igarashi Motors India Ltd.,IGARASHI,IGARASHI MOTORS INDIA LTD.,Active,A ,10,INE188B01013,Auto Parts & Equipment,Equity
517385,Symphony Limited,SYMPHONY,Symphony Limited,Active,A ,2,INE225D01027,Consumer Electronics,Equity
517506,TTK Prestige Ltd.,TTKPRESTIG,TTK PRESTIGE LTD.,Active,A ,10,INE690A01010,Houseware,Equity
517569,KEI Industries Ltd.,KEI,KEI INDUSTRIES LTD.,Active,A ,2,INE878B01027,Other Elect.Equip./ Prod.,Equity
519091,"Tasty Bite Eatables Ltd.,",TASTYBIT,TASTY BITE EATABLES LTD.,Active,A ,10,INE488B01017,Packaged Foods,Equity
519183,ADF Foods Limited.,ADFFOODS,ADF FOODS LTD.-$,Active,A ,10,INE982B01019,Packaged Foods,Equity
519552,Heritage Foods Limited,HERITGFOOD,Heritage Foods Limited,Active,A ,5,INE978A01027,Packaged Foods,Equity
519588,DFM Foods Ltd.,DFM,DFM FOODS LTD.,Active,A ,2,INE456C01020,Packaged Foods,Equity
519600,CCL Products (India) Ltd.,CCL,CCL PRODUCTS (INDIA) LTD.,Active,A ,2,INE421D01022,Tea & Coffee,Equity
520008,RICO Auto Industries Ltd.,RICOAUTO,RICO AUTO INDUSTRIES LTD.,Active,A ,1,INE209B01025,Auto Parts & Equipment,Equity
520051,"Jamna Auto Industries Ltd.,",JAMNAAUTO,JAMNA AUTO INDUSTRIES LTD.,Active,A ,1,INE039C01032,Auto Parts & Equipment,Equity
520056,Sundaram Clayton Ltd.,SUNCLAYLTD,SUNDARAM-CLAYTON LTD.,Active,A ,5,INE105A01035,Auto Parts & Equipment,Equity
520057,JTEKT India Limited,JTEKTINDIA,Jtekt India Ltd,Active,A ,1,INE643A01035,Auto Parts & Equipment,Equity
520111,Ratnamani Metals & Tubes Ltd,RATNAMANI,RATNAMANI METALS & TUBES LTD.-$,Active,A ,2,INE703B01027,Construction & Engineering,Equity
520113,Vesuvius India Ltd.,VESUVIUS,VESUVIUS INDIA LTD.,Active,A ,10,INE386A01015,Other Industrial Goods,Equity
521016,Indo Count Industries Ltd,ICIL,INDO COUNT INDUSTRIES LTD.,Active,A ,2,INE483B01026,Textiles,Equity
521064,Trident Ltd,TRIDENT,TRIDENT LTD.,Active,A ,1,INE064C01022,Textiles,Equity
521248,Kitex Garmenets Ltd.,KITEX,KITEX GARMENTS LTD.,Active,A ,1,INE602G01020,Other Apparels & Accessories,Equity
522064,HONDA INDIA POWER PRODUCTS LIMITED,HONDAPOWER,Honda India Power Products Ltd,Active,A ,10,INE634A01018,Industrial Machinery,Equity
522074,"Elgi Equipments Ltd.,",ELGIEQUIP,ELGI EQUIPMENTS LTD.,Active,A ,1,INE285A01027,Industrial Machinery,Equity
522113,Timken India Ltd,TIMKEN,TIMKEN INDIA LTD.,Active,A ,10,INE325A01013,Industrial Machinery,Equity
522249,Mayur Uniquoters ltd.,MAYURUNIQ,MAYUR UNIQUOTERS LTD.-$,Active,A ,5,INE040D01038,Textiles,Equity
522263,JMC Projects (india) Ltd.,JMCPROJECT,JMC PROJECTS (INDIA) LTD.-$,Active,A ,2,INE890A01024,Construction & Engineering,Equity
522275,GE T&D India Limited,GET&D,GE T&D India Ltd,Active,A ,2,INE200A01026,Electric Utilities,Equity
522287,Kalpataru Power Transmission Ltd.,KALPATPOWR,KALPATARU POWER TRANSMISSION LTD.,Active,A ,2,INE220B01022,Heavy Electrical Equipment,Equity
523025,"Safari Industries (India) Ltd.,",SAFARIND,SAFARI INDUSTRIES (INDIA) LTD.,Active,A ,2,INE429E01023,Other Apparels & Accessories,Equity
523261,Venky's (India) ltd.,VENKYS,VENKY'S (INDIA) LTD.,Active,A ,10,INE398A01010,Packaged Foods,Equity
523319,"Balmer Lawrie & Co. Ltd.,",BALMLAWRIE,BALMER LAWRIE & CO.LTD.,Active,A ,10,INE164A01016,Diversified,Equity
523367,DCM Shriram Limited,DCMSHRIRAM,DCM Shriram Limited,Active,A ,2,INE499A01024,Diversified,Equity
523385,Nilkamal Limited,NILKAMAL,NILKAMAL LTD.,Active,A ,10,INE310A01015,Plastic Products,Equity
523395,3M India Ltd.,3MINDIA,3M INDIA LTD.,Active,A ,10,INE470A01017,Diversified,Equity
523398,Johnson Controls-Hitachi Air Conditioning India Ltd.,JCHAC,Johnson Controls-Hitachi Air Conditioning India Ltd,Active,A ,10,INE782A01015,Consumer Electronics,Equity
523405,JM Financial Limited,JMFINANCIL,JM FINANCIAL LTD.-$,Active,A ,1,INE780C01023,Holding Companies,Equity
523445,Reliance Industrial Infrastructure,RIIL,RELIANCE INDUSTRIAL INFRASTRUCTURE LTD.,Active,A ,10,INE046A01015,Construction & Engineering,Equity
523457,Linde India Limited,LINDEINDIA,Linde India Limited,Active,A ,10,INE473A01011,Industrial Gases,Equity
523598,Shipping Corporation Of India Ltd,SCI,SHIPPING CORPORATION OF INDIA LTD.,Active,A ,10,INE109A01011,Shipping,Equity
523610,ITI Limited (Indian Teleph.Ind.Ltd),ITI,ITI LTD.,Active,A ,10,INE248A01017,Telecom Equipment,Equity
523618,"Dredging Corporation of India Ltd.,",DREDGECORP,DREDGING CORPORATION OF INDIA LTD.,Active,A ,10,INE506A01018,Shipping,Equity
523630,"National Fertilizers Ltd.,",NFL,NATIONAL FERTILIZERS LTD.,Active,A ,10,INE870D01012,Fertilizers,Equity
523642,PI Industries Limited,PIIND,PI Industries Ltd,Active,A ,1,INE603J01030,Agrochemicals,Equity
523660,Waterbase Limited,WATERBASE,WATERBASE LTD.,Active,A ,10,INE054C01015,Other Food Products,Equity
523694,Apcotex Industries Limited,APCOTEXIND,APCOTEX INDUSTRIES LTD.,Active,A ,2,INE116A01032,Other Industrial Goods,Equity
523704,Mastek Limited,MASTEK,MASTEK LTD.,Active,A ,5,INE759A01021,IT Software Products,Equity
524051,"Polyplex Corporation Ltd.,",POLYPLEX,POLYPLEX CORPORATION LTD.,Active,A ,10,INE633B01018,Commodity Chemicals,Equity
524164,IOL Chemicals & Pharmaceuticals Ltd,IOLCP,IOL CHEMICALS & PHARMACEUTICALS LTD.,Active,A ,10,INE485C01011,Pharmaceuticals,Equity
524200,"Vinati Organics Ltd.,",VINATIORGA,VINATI ORGANICS LTD.-$,Active,A ,1,INE410B01037,Commodity Chemicals,Equity
524208,Aarti Industries Ltd,AARTIIND,AARTI INDUSTRIES LTD.,Active,A ,5,INE769A01020,Specialty Chemicals,Equity
524226,Gujarat Ambuja Exports Ltd.,GAEL,GUJARAT AMBUJA EXPORTS LTD.,Active,A ,1,INE036B01030,Other Agricultural Products,Equity
524230,Rashtriya Chemicals & Fertilizers Limited,RCF,RASHTRIYA CHEMICALS & FERTILIZERS LTD.,Active,A ,10,INE027A01015,Fertilizers,Equity
524348,Aarti Drugs Limited,AARTIDRUGS,AARTI DRUGS LTD.,Active,A ,10,INE767A01016,Pharmaceuticals,Equity
524370,Bodal Chemicals Ltd,BODALCHEM,BODAL CHEMICALS LTD.,Active,A ,2,INE338D01028,Specialty Chemicals,Equity
524404,Marksans Pharma Ltd.,MARKSANS,MARKSANS PHARMA LTD.,Active,A ,1,INE750C01026,Pharmaceuticals,Equity
524494,Ipca Laboratories Ltd.,IPCALAB,IPCA LABORATORIES LTD.,Active,A ,2,INE571A01020,Pharmaceuticals,Equity
524669,Hester Biosciences Ltd,HESTERBIO,HESTER BIOSCIENCES LTD.,Active,A ,10,INE782E01017,Pharmaceuticals,Equity
524715,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,SUN PHARMACEUTICAL INDUSTRIES LTD.,Active,A ,1,INE044A01036,Pharmaceuticals,Equity
524735,Hikal Ltd.,HIKAL,HIKAL LTD.,Active,A ,2,INE475B01022,Pharmaceuticals,Equity
524742,Caplin Point Laboratories Ltd.,CAPPL,CAPLIN POINT LABORATORIES LTD.,Active,A ,2,INE475E01026,Pharmaceuticals,Equity
524804,Aurobindo Pharma Ltd.,AUROPHARMA,AUROBINDO PHARMA LTD.,Active,A ,1,INE406A01037,Pharmaceuticals,Equity
524816,Natco Pharma Ltd.,NATCOPHARM,NATCO PHARMA LTD.,Active,A ,2,INE987B01026,Pharmaceuticals,Equity
526299,Mphasis Limited,MPHASIS,MPHASIS LTD.,Active,A ,10,INE356A01018,IT Consulting & Software,Equity
526371,NMDC Ltd,NMDC,NMDC LTD.,Active,A ,1,INE584A01023,Mining,Equity
526612,Blue Dart Express Ltd.,BLUEDART,BLUE DART EXPRESS LTD.,Active,A ,10,INE233B01017,Transportation - Logistics,Equity
526797,Greenply Industries Ltd,GREENPLY,GREENPLY INDUSTRIES LTD.,Active,A ,1,INE461C01038,Forest Products,Equity
526947,La Opala RG Ltd.,LAOPALA,LA OPALA RG LTD.,Active,A ,2,INE059D01020,Houseware,Equity
530001,"Gujarat Alkalis & Chemicals Ltd.,",GUJALKALI,GUJARAT ALKALIES & CHEMICALS LTD.,Active,A ,10,INE186A01019,Commodity Chemicals,Equity
530005,"India Cements Ltd.,",INDIACEM,INDIA CEMENTS LTD.,Active,A ,10,INE383A01012,Cement & Cement Products,Equity
530007,JK Tyre & Industries Ltd.,JKTYRE,JK TYRE & INDUSTRIES LTD.,Active,A ,2,INE573A01042,Auto Tyres & Rubber Products,Equity
530019,JUBILANT PHARMOVA LIMITED,JUBLPHARMA,Jubilant Pharmova Ltd,Active,A ,1,INE700A01033,Pharmaceuticals,Equity
530117,PRIVI SPECIALITY CHEMICALS LIMITED,PRIVISCL,Privi Speciality Chemicals Ltd,Active,A ,10,INE959A01019,Specialty Chemicals,Equity
530239,Suven Life Sciences Ltd.,SUVEN,SUVEN LIFE SCIENCES LTD.,Active,A ,1,INE495B01038,Pharmaceuticals,Equity
530367,NRB Bearings Ltd.,NRBBEARING,NRB BEARINGS LTD.,Active,A ,2,INE349A01021,Industrial Machinery,Equity
530517,Relaxo Footwears Ltd.,RELAXO,RELAXO FOOTWEARS LTD.-$,Active,A ,1,INE131B01039,Footwear,Equity
530549,Shilpa Medicare Ltd.,SHILPAMED,SHILPA MEDICARE LTD.,Active,A ,1,INE790G01031,Pharmaceuticals,Equity
530813,KRBL Ltd.,KRBL,KRBL LTD.,Active,A ,1,INE001B01026,Packaged Foods,Equity
530965,Indian Oil Corporation Ltd.,IOC,INDIAN OIL CORPORATION LTD.,Active,A ,10,INE242A01010,Oil Marketing & Distribution,Equity
530999,Balaji Amines Ltd.,BALAMINES,BALAJI AMINES LTD.-$,Active,A ,2,INE050E01027,Specialty Chemicals,Equity
531120,Patel Engineering Ltd,PATELENG,PATEL ENGINEERING LTD.-$,Active,A ,1,INE244B01030,Construction & Engineering,Equity
531162,Emami Ltd,EMAMILTD,EMAMI LTD.-$,Active,A ,1,INE548C01032,Personal Products,Equity
531179,Arman Financial Services Limited,ARMANFIN,ARMAN FINANCIAL SERVICES LTD.,Active,A ,10,INE109C01017,Finance (including NBFCs),Equity
531209,Nucleus Software Exports Ltd,NUCLEUS,NUCLEUS SOFTWARE EXPORTS LTD.,Active,A ,10,INE096B01018,IT Software Products,Equity
531213,Manappuram Finance Limited,MANAPPURAM,MANAPPURAM FINANCE LTD.,Active,A ,2,INE522D01027,Finance (including NBFCs),Equity
531266,V.S.T.Tillers Tractors Ltd.,VSTTILLERS,V.S.T.TILLERS TRACTORS LTD.-$,Active,A ,10,INE764D01017,Commercial Vehicles,Equity
531335,Zydus Wellness Limited,ZYDUSWELL,ZYDUS WELLNESS LTD.-$,Active,A ,10,INE768C01010,Packaged Foods,Equity
531344,Container Corporation Of India Ltd.,CONCOR,CONTAINER CORPORATION OF INDIA LTD.,Active,A ,5,INE111A01025,Transport Related Services,Equity
531349,Panacea Biotec Ltd.,PANACEABIO,PANACEA BIOTEC LTD.,Active,A ,1,INE922B01023,Biotechnology,Equity
531426,Tamil Nadu Newsprint And Papers Ltd,TNPL,TAMIL NADU NEWSPRINT & PAPERS LTD.,Active,A ,10,INE107A01015,Paper & Paper Products,Equity
531500,Rajesh Exports Ltd.,RAJESHEXPO,RAJESH EXPORTS LTD.,Active,A ,1,INE343B01030,Other Apparels & Accessories,Equity
531508,Eveready Industries India Ltd.,EVEREADY,EVEREADY INDUSTRIES INDIA LTD.,Active,A ,5,INE128A01029,Non-Durable Household Prod.,Equity
531531,Hatsun Agro Products Ltd.,HATSUN,HATSUN AGRO PRODUCT LTD.,Active,A ,1,INE473B01035,Packaged Foods,Equity
531595,Capri Global Capital Limited,CGCL,Capri Global Capital Limited,Active,A ,2,INE180C01026,Finance (including NBFCs),Equity
531599,FDC Ltd.,FDC,FDC LTD.,Active,A ,1,INE258B01022,Pharmaceuticals,Equity
531633,Lincoln Pharmaceuticals ltd.,LINCOPH,LINCOLN PHARMACEUTICALS LTD.,Active,A ,10,INE405C01035,Pharmaceuticals,Equity
531642,Marico Limited,MARICO,MARICO LTD.,Active,A ,1,INE196A01026,Personal Products,Equity
531761,APOLLO PIPES LIMITED,APOLLOPIPES,Apollo Pipes Ltd,Active,A ,10,INE126J01016,Plastic Products,Equity
531768,Poly Medicure Ltd,POLYMED,POLY MEDICURE LTD.,Active,A ,5,INE205C01021,Medical Equipment,Equity
532134,Bank Of Baroda,BANKBARODA,BANK OF BARODA,Active,A ,2,INE028A01039,Banks,Equity
532144,Welspun Corp Limited,WELCORP,Welspun Corp Limited,Active,A ,5,INE191B01025,Construction & Engineering,Equity
532149,Bank of India,BANKINDIA,BANK OF INDIA,Active,A ,10,INE084A01016,Banks,Equity
532155,Gail (India) Ltd.,GAIL,GAIL (INDIA) LTD.,Active,A ,10,INE129A01019,Utilities:Non-Elec.,Equity
532156,Vaibhav Global Ltd,VAIBHAVGBL,Vaibhav Global Ltd,Active,A ,2,INE884A01027,Other Apparels & Accessories,Equity
532162,JK Paper Ltd.,JKPAPER,JK PAPER LTD.,Active,A ,10,INE789E01012,Paper & Paper Products,Equity
532174,ICICI Bank Ltd.,ICICIBANK,ICICI BANK LTD.,Active,A ,2,INE090A01021,Banks,Equity
532175,Cyient Limited,CYIENT,Cyient Limited,Active,A ,5,INE136B01020,IT Consulting & Software,Equity
532178,Engineers India Ltd.,ENGINERSIN,ENGINEERS INDIA LTD.,Active,A ,5,INE510A01028,Consulting Services,Equity
532181,Gujarat Mineral Development Corpora,GMDCLTD,GUJARAT MINERAL DEVELOPMENT CORPORATION LTD.,Active,A ,2,INE131A01031,Coal,Equity
532187,IndusInd Bank Ltd.,INDUSINDBK,INDUSIND BANK LTD.,Active,A ,10,INE095A01012,Banks,Equity
532189,India Tourism Development Corporati,ITDC,INDIA TOURISM DEVELOPMENT CORPORATION LTD.,Active,A ,10,INE353K01014,Hotels,Equity
532209,Jammu and Kashmir Bank Ltd.,J&KBANK,JAMMU & KASHMIR BANK LTD.,Active,A ,1,INE168A01041,Banks,Equity
532210,City Union Bank Ltd,CUB,CITY UNION BANK LTD.,Active,A ,1,INE491A01021,Banks,Equity
532215,AXIS Bank Ltd.,AXISBANK,AXIS BANK LTD.,Active,A ,2,INE238A01034,Banks,Equity
532218,South Indian Bank Ltd.,SOUTHBANK,SOUTH INDIAN BANK LTD.,Active,A ,1,INE683A01023,Banks,Equity
532221,Sonata Software Ltd.,SONATSOFTW,SONATA SOFTWARE LTD.,Active,A ,1,INE269A01021,IT Consulting & Software,Equity
532234,"National Aluminium Co. Ltd.,",NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,Active,A ,5,INE139A01034,Aluminium,Equity
532259,Apar Industries Ltd,APARINDS,APAR INDUSTRIES LTD.,Active,A ,10,INE372A01015,Other Elect.Equip./ Prod.,Equity
532268,ACCELYA SOLUTIONS INDIA LIMITED,ACCELYA,Accelya Solutions India Ltd,Active,A ,10,INE793A01012,IT Consulting & Software,Equity
532281,HCL Technologies Ltd,HCLTECH,HCL TECHNOLOGIES LTD.,Active,A ,2,INE860A01027,IT Consulting & Software,Equity
532286,Jindal Steel & Power Ltd,JINDALSTEL,JINDAL STEEL & POWER LTD.,Active,A ,1,INE749A01030,Iron & Steel/Interm.Products,Equity
532296,Glenmark Pharmaceuticals ltd,GLENMARK,GLENMARK PHARMACEUTICALS LTD.,Active,A ,1,INE935A01035,Pharmaceuticals,Equity
532300,Wockhardt Ltd,WOCKPHARMA,WOCKHARDT LTD.,Active,A ,5,INE049B01025,Pharmaceuticals,Equity
532301,Tata Coffee Ltd,TATACOFFEE,TATA COFFEE LTD.,Active,A ,1,INE493A01027,Tea & Coffee,Equity
532309,GE Power India Limited,GEPIL,GE Power India Ltd,Active,A ,10,INE878A01011,Heavy Electrical Equipment,Equity
532313,Mahindra Lifespace Developers Ltd.,MAHLIFE,MAHINDRA LIFESPACE DEVELOPERS LTD.,Active,A ,10,INE813A01018,Realty,Equity
532321,Cadila Healthcare Ltd.,CADILAHC,CADILA HEALTHCARE LTD.,Active,A ,1,INE010B01027,Pharmaceuticals,Equity
532331,Ajanta Pharma Ltd.,AJANTPHARM,AJANTA PHARMA LTD.,Active,A ,2,INE031B01049,Pharmaceuticals,Equity
532343,TVS Motor Company Ltd.,TVSMOTOR,TVS MOTOR COMPANY LTD.,Active,A ,1,INE494B01023,2/3 Wheelers,Equity
532345,Gati Limited,GATI,GATI LTD.,Active,A ,2,INE152B01027,Transportation - Logistics,Equity
532349,Transport Corporation of India Ltd,TCI,TRANSPORT CORPORATION OF INDIA LTD.,Active,A ,2,INE688A01022,Surface Transportation,Equity
532356,Triveni Engineering & Industries Ltd,TRIVENI,TRIVENI ENGINEERING & INDUSTRIES LTD.,Active,A ,1,INE256C01024,Sugar,Equity
532369,Ramco Industries Ltd,RAMCOIND,RAMCO INDUSTRIES LTD.,Active,A ,1,INE614A01028,Construction Materials,Equity
532370,Ramco Systems Ltd,RAMCOSYS,RAMCO SYSTEMS LTD.,Active,A ,10,INE246B01019,IT Consulting & Software,Equity
532374,Sterlite Technologies Limited.,STLTECH,STERLITE TECHNOLOGIES LTD.,Active,A ,2,INE089C01029,Other Telecom Services,Equity
532382,Balaji Telefilms Ltd.,BALAJITELE,BALAJI TELEFILMS LTD.,Active,A ,2,INE794B01026,Broadcasting & Cable TV,Equity
532388,Indian Overseas Bank,IOB,INDIAN OVERSEAS BANK,Active,A ,10,INE565A01014,Banks,Equity
532390,Taj GVK Hotels & Resorts Ltd.,TAJGVK,TAJGVK HOTELS & RESORTS LTD.,Active,A ,2,INE586B01026,Hotels,Equity
532400,BIRLASOFT LIMITED,BSOFT,Birlasoft Ltd,Active,A ,2,INE836A01035,IT Consulting & Software,Equity
532424,Godrej Consumer Products Ltd.,GODREJCP,GODREJ CONSUMER PRODUCTS LTD.,Active,A ,1,INE102D01028,Personal Products,Equity
532430,BF Utilities Ltd.,BFUTILITIE,BF UTILITIES LTD.-$,Active,A ,5,INE243D01012,Electric Utilities,Equity
532443,Cera Sanitaryware Ltd.,CERA,CERA SANITARYWARE LTD.,Active,A ,5,INE739E01017,Furniture-Furnishing-Paints,Equity
532454,Bharti Airtel  Ltd.,BHARTIARTL,BHARTI AIRTEL LTD.,Active,A ,5,INE397D01024,Telecom Services,Equity
532461,Punjab National Bank,PNB,PUNJAB NATIONAL BANK,Active,A ,2,INE160A01022,Banks,Equity
532466,Oracle Financial Services Software Limited,OFSS,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,Active,A ,5,INE881D01027,IT Consulting & Software,Equity
532468,Kama Holdings Limited,KAMAHOLD,Kama Holdings Limited-$,Active,A ,10,INE411F01010,Holding Companies,Equity
532475,Aptech Ltd.,APTECHT,APTECH LTD.,Active,A ,10,INE266F01018,IT Training Services,Equity
532477,Union Bank of India,UNIONBANK,UNION BANK OF INDIA,Active,A ,10,INE692A01016,Banks,Equity
532478,United Breweries Ltd.,UBL,UNITED BREWERIES LTD.-$,Active,A ,1,INE686F01025,Breweries & Distilleries,Equity
532482,Granules India Ltd.,GRANULES,GRANULES INDIA LTD.-$,Active,A ,1,INE101D01020,Pharmaceuticals,Equity
532483,Canara Bank,CANBK,CANARA BANK,Active,A ,10,INE476A01014,Banks,Equity
532488,Divi's Laboratories Ltd.,DIVISLAB,DIVI'S LABORATORIES LTD.,Active,A ,2,INE361B01024,Pharmaceuticals,Equity
